,Binary Completion,passResult,down,yardsToGo,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
6329,1,C,3,8,40,4,08:09,1,2,2,3,2,6,7.0,0,0,0,1,0,0,0,0,0,0,0,NYG,NYG,CAR,3,15,15,15,0,489,489
6330,0,I,2,12,30,4,06:40,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYG,NYG,CAR,3,15,15,15,0,400,400
6331,0,I,1,10,25,4,05:54,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,18,3,18,-15,354,354
6332,0,I,2,10,25,4,05:49,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,18,3,18,-15,349,349
6334,0,I,4,16,19,4,04:58,1,1,3,2,3,6,4.0,0,0,0,0,0,0,0,0,1,0,0,CAR,NYG,CAR,3,18,3,18,-15,298,298
6335,1,C,2,3,32,4,04:21,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,261,261
6336,0,I,1,10,39,4,04:00,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,240,240
6337,0,I,2,10,39,4,03:54,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,234,234
6338,0,I,3,10,39,4,03:50,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,230,230
6340,1,C,1,10,48,4,03:17,1,1,3,2,3,6,4.0,0,0,0,0,0,0,0,0,0,1,0,CAR,NYG,CAR,3,25,3,25,-22,197,197
6341,0,I,1,10,29,4,03:11,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,191,191
6342,0,I,2,10,29,4,03:06,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,186,186
6343,0,I,3,10,29,4,03:03,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,CAR,NYG,CAR,3,25,3,25,-22,183,183
6345,1,C,1,10,25,1,15:00,2,1,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,0,0,0,0,900,1800
6346,1,C,2,7,38,1,14:02,2,1,2,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,0,0,0,0,842,1742
6347,1,C,1,10,17,1,13:01,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,0,0,0,0,781,1681
6348,1,C,2,5,30,1,10:21,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,7,0,7,-7,621,1521
6349,1,C,1,10,37,1,09:56,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,7,0,7,-7,596,1496
6350,1,C,1,15,42,1,08:24,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,7,0,7,-7,504,1404
6353,1,C,1,10,14,1,03:50,1,2,2,4,3,4,7.0,0,0,0,0,0,0,0,0,0,1,0,TEN,TEN,KC,0,7,7,7,0,230,1130
6354,1,C,3,7,24,1,00:48,1,1,3,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,7,7,7,0,48,948
6355,0,I,1,10,36,1,00:04,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,14,0,14,-14,4,904
6356,0,I,3,11,35,2,15:00,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,14,0,14,-14,900,900
6357,1,C,2,12,22,2,13:46,1,2,2,4,3,4,6.0,0,0,0,0,1,0,0,0,0,0,0,TEN,TEN,KC,0,14,14,14,0,826,826
6359,1,C,2,8,48,2,10:13,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,TEN,TEN,KC,0,14,14,14,0,613,613
6360,0,I,1,10,20,2,09:00,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,14,14,14,0,540,540
6361,0,I,3,6,16,2,08:15,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,0,14,14,14,0,495,495
6362,0,IN,1,10,25,2,08:07,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,17,0,17,-17,487,487
6363,1,C,2,10,46,2,07:12,1,1,3,4,2,5,7.0,0,0,0,0,0,0,1,0,0,0,0,TEN,TEN,KC,0,17,17,17,0,432,432
6364,1,C,2,9,27,2,04:54,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,TEN,KC,0,17,17,17,0,294,294
6365,1,C,1,7,7,2,04:09,1,2,2,4,3,4,7.0,0,0,0,0,0,0,0,0,0,0,1,TEN,TEN,KC,0,17,17,17,0,249,249
6367,1,C,2,14,21,2,02:09,1,1,3,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,0,24,0,24,-24,129,129
6368,0,I,1,10,35,2,02:00,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,0,24,0,24,-24,120,120
6370,1,C,2,8,49,2,01:07,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,TEN,KC,0,24,24,24,0,67,67
6371,1,C,1,10,37,2,00:51,1,1,3,4,1,6,6.0,0,0,0,0,1,0,0,0,0,0,0,TEN,TEN,KC,0,24,24,24,0,51,51
6372,0,I,2,1,28,2,00:34,1,1,3,4,1,6,7.0,0,0,1,0,0,0,0,0,0,0,0,TEN,TEN,KC,0,24,24,24,0,34,34
6374,1,C,1,10,25,3,15:00,1,1,3,3,3,5,6.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,0,27,0,27,-27,900,1800
6376,1,C,2,11,48,3,13:08,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,0,27,0,27,-27,788,1688
6377,1,C,1,10,25,3,12:26,1,3,1,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,0,27,0,27,-27,746,1646
6378,0,I,2,9,24,3,11:15,1,2,2,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,0,27,0,27,-27,675,1575
6379,0,I,3,9,24,3,11:10,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,0,27,0,27,-27,670,1570
6380,1,C,1,18,8,3,10:34,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,TEN,KC,3,27,27,27,0,634,1534
6381,1,C,3,3,34,3,07:24,1,1,3,4,1,6,8.0,0,0,0,0,1,0,0,0,0,0,0,TEN,TEN,KC,3,27,27,27,0,444,1344
6382,1,C,1,10,39,3,06:37,1,2,2,4,3,4,7.0,0,0,0,0,0,0,1,0,0,0,0,TEN,TEN,KC,3,27,27,27,0,397,1297
6383,1,C,1,10,49,3,05:15,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,3,27,27,27,0,315,1215
6384,0,I,2,2,19,3,03:50,1,1,3,4,2,5,8.0,0,0,0,1,0,0,0,0,0,0,0,TEN,TEN,KC,3,27,27,27,0,230,1130
6385,0,IN,3,2,19,3,03:46,2,2,1,4,3,4,7.0,0,0,0,0,1,0,0,0,0,0,0,TEN,TEN,KC,3,27,27,27,0,226,1126
6386,0,I,1,10,36,3,02:57,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,177,1077
6387,1,C,2,10,36,3,02:54,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,3,27,3,27,-24,174,1074
6388,1,C,1,10,40,3,02:26,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,146,1046
6389,0,I,2,11,29,3,01:06,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,66,966
6391,0,I,1,10,3,4,13:30,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,810,810
6392,1,C,2,10,3,4,13:27,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,807,807
6393,1,C,3,4,9,4,12:50,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,770,770
6394,1,C,1,10,13,4,12:32,1,1,3,2,3,6,4.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,752,752
6395,1,C,2,1,22,4,12:13,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,733,733
6396,1,C,1,10,32,4,11:48,1,1,3,2,3,6,3.0,0,0,0,0,0,0,1,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,708,708
6397,0,I,2,6,36,4,11:26,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,686,686
6399,0,I,1,10,45,4,10:51,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,651,651
6400,0,I,1,10,44,4,10:22,1,1,3,2,3,6,4.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,622,622
6401,1,C,2,10,44,4,10:16,1,1,3,2,3,6,4.0,0,0,0,0,0,0,1,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,616,616
6402,0,I,3,8,42,4,09:39,1,1,3,2,3,6,5.0,1,0,0,0,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,579,579
6403,1,C,4,8,42,4,09:34,1,1,3,2,3,6,5.0,1,0,0,0,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,574,574
6404,0,I,1,10,17,4,09:12,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,3,27,3,27,-24,552,552
6406,0,I,3,18,25,4,08:28,1,1,3,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,508,508
6408,1,C,1,10,3,4,04:24,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,264,264
6409,1,C,2,4,9,4,04:03,1,1,3,2,4,5,4.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,243,243
6410,0,I,1,10,16,4,03:41,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,221,221
6411,1,C,2,10,16,4,03:37,1,1,3,2,4,5,4.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,217,217
6412,0,I,3,6,20,4,02:53,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,173,173
6413,1,C,4,6,20,4,02:50,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,170,170
6414,0,I,1,10,37,4,02:27,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,147,147
6415,1,C,2,10,37,4,02:23,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,143,143
6416,1,C,1,10,47,4,01:58,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,118,118
6417,0,I,2,1,44,4,01:50,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,110,110
6418,1,C,3,1,44,4,01:46,1,1,3,2,4,5,5.0,0,0,1,0,0,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,106,106
6420,1,C,2,6,33,4,01:20,1,1,3,1,5,5,4.0,0,0,0,0,0,1,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,80,80
6421,0,I,1,10,26,4,00:59,1,1,3,1,5,5,4.0,0,0,0,0,1,0,0,0,0,0,0,KC,TEN,KC,3,27,3,27,-24,59,59
6422,1,C,2,5,21,4,00:42,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,3,27,3,27,-24,42,42
6423,1,C,1,10,14,4,00:17,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,TEN,KC,3,27,3,27,-24,17,17
6424,1,C,3,3,32,1,13:38,1,1,3,2,4,5,7.0,0,0,0,0,1,0,0,0,0,0,0,DET,LA,DET,0,0,0,0,0,818,1718
6425,0,I,1,10,36,1,13:01,1,2,2,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,LA,DET,0,0,0,0,0,781,1681
6426,0,I,3,7,50,1,11:05,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,DET,LA,DET,7,0,7,0,7,665,1565
6427,0,I,3,8,18,1,07:37,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,7,0,7,0,7,457,1357
6428,1,C,1,10,18,1,07:23,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,LA,DET,10,0,0,0,0,443,1343
6429,1,C,2,6,38,1,06:28,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,10,0,0,0,0,388,1288
6430,1,C,3,3,26,1,04:41,1,1,3,1,5,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,10,0,0,0,0,281,1181
6431,1,C,1,10,21,1,04:02,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,LA,DET,10,0,0,0,0,242,1142
6432,1,C,2,9,20,1,03:27,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,10,0,0,0,0,207,1107
6433,0,I,3,4,15,1,03:04,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,10,0,0,0,0,184,1084
6434,1,C,2,9,26,1,02:23,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,LA,DET,10,3,10,3,7,143,1043
6436,0,I,2,17,43,2,14:33,1,1,3,2,3,6,7.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,10,3,10,3,7,873,873
6437,0,I,1,10,16,2,13:35,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,13,3,3,3,0,815,815
6438,1,C,2,10,16,2,13:31,1,1,3,2,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,LA,LA,DET,13,3,3,3,0,811,811
6439,0,I,2,5,42,2,12:01,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,13,3,3,3,0,721,721
6440,1,C,1,10,37,2,11:54,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,13,3,3,3,0,714,714
6441,1,C,2,10,25,2,10:02,1,1,3,1,5,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,13,3,3,3,0,602,602
6442,0,I,2,7,11,2,08:45,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,0,1,LA,LA,DET,13,3,3,3,0,525,525
6443,1,C,3,7,11,2,08:41,1,1,3,1,5,5,5.0,0,0,0,0,0,0,0,0,0,0,1,LA,LA,DET,13,3,3,3,0,521,521
6444,0,I,1,10,26,2,07:07,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,LA,DET,13,10,10,10,0,427,427
6445,1,C,2,10,26,2,07:02,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,13,10,10,10,0,422,422
6446,1,C,3,6,43,2,04:58,1,1,3,1,5,5,6.0,0,0,1,0,0,0,0,0,0,0,0,LA,LA,DET,13,10,10,10,0,298,298
6447,1,C,2,14,25,2,03:19,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,LA,DET,13,10,10,10,0,199,199
6448,0,I,1,10,11,2,02:00,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,0,1,LA,LA,DET,13,10,10,10,0,120,120
6449,1,C,2,10,11,2,01:55,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,0,1,LA,LA,DET,13,10,10,10,0,115,115
6450,1,C,1,10,25,2,01:23,1,2,2,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,DET,LA,DET,13,17,13,17,-4,83,83
6451,1,C,1,10,40,2,01:00,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,13,17,13,17,-4,60,60
6452,1,C,2,2,48,2,00:40,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,13,17,13,17,-4,40,40
6453,1,C,1,10,32,2,00:34,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,DET,LA,DET,13,17,13,17,-4,34,34
6454,0,I,2,15,23,2,00:18,1,1,3,2,3,6,4.0,0,0,0,0,0,0,1,0,0,0,0,DET,LA,DET,13,17,13,17,-4,18,18
6455,0,I,3,15,23,2,00:14,1,1,3,2,3,6,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,LA,DET,13,17,13,17,-4,14,14
6456,0,I,2,9,20,3,14:32,1,1,3,2,4,5,6.0,0,1,0,0,0,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,872,1772
6457,1,C,3,4,25,3,14:21,1,1,3,1,5,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,861,1761
6458,1,C,1,10,32,3,13:40,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,820,1720
6459,0,I,1,10,45,3,13:18,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LA,LA,DET,16,17,17,17,0,798,1698
6461,0,I,2,10,45,3,13:13,1,1,3,2,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,793,1693
6464,1,C,2,7,34,3,08:36,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,16,17,16,17,-1,516,1416
6465,1,C,2,6,23,3,07:22,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,16,17,16,17,-1,442,1342
6466,1,C,1,10,18,3,06:14,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,374,1274
6467,1,C,2,6,49,3,05:08,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,308,1208
6468,0,I,4,1,46,3,04:00,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,16,17,17,17,0,240,1140
6469,1,C,2,9,47,3,03:17,2,1,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,16,17,16,17,-1,197,1097
6470,0,I,2,7,13,3,01:57,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,DET,LA,DET,16,17,16,17,-1,117,1017
6471,0,I,3,7,13,3,01:51,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,DET,LA,DET,16,17,16,17,-1,111,1011
6472,1,C,1,10,10,3,01:38,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,LA,DET,19,17,17,17,0,98,998
6473,0,I,2,12,22,3,00:28,1,1,3,1,5,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,19,17,17,17,0,28,928
6474,1,C,3,12,22,3,00:23,1,1,3,1,5,5,6.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,19,17,17,17,0,23,923
6475,0,I,1,10,19,4,15:00,1,1,3,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,LA,LA,DET,19,17,17,17,0,900,900
6476,0,I,2,10,19,4,14:56,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LA,LA,DET,19,17,17,17,0,896,896
6477,1,C,3,10,19,4,14:50,1,1,3,1,5,5,5.0,0,0,0,0,0,0,0,0,0,1,0,LA,LA,DET,19,17,17,17,0,890,890
6478,1,C,1,5,5,4,14:04,1,1,3,2,4,5,8.0,0,0,1,0,0,0,0,0,0,0,0,LA,LA,DET,19,17,17,17,0,844,844
6479,1,C,1,10,25,4,13:59,1,2,2,3,4,4,7.0,0,0,0,0,0,0,1,0,0,0,0,DET,LA,DET,19,25,19,25,-6,839,839
6480,1,C,1,10,39,4,12:21,1,2,2,3,4,4,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,25,19,25,-6,741,741
6481,1,C,2,5,44,4,11:43,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,25,19,25,-6,703,703
6482,1,C,1,20,40,4,10:04,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,DET,LA,DET,19,25,19,25,-6,604,604
6483,1,C,2,17,43,4,09:31,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,25,19,25,-6,571,571
6484,1,C,2,6,22,4,06:59,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,25,19,25,-6,419,419
6485,0,IN,2,10,12,4,05:03,1,3,1,3,4,4,8.0,0,0,0,0,0,0,0,0,0,0,1,DET,LA,DET,19,25,19,25,-6,303,303
6486,1,C,3,1,32,4,03:36,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,LA,DET,19,25,25,25,0,216,216
6487,1,C,2,6,34,4,01:54,1,1,3,2,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,LA,LA,DET,19,25,25,25,0,114,114
6488,1,C,1,10,25,4,00:52,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,28,19,28,-9,52,52
6489,1,C,2,10,42,4,00:37,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,28,19,28,-9,37,37
6490,0,IN,3,8,44,4,00:32,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,DET,LA,DET,19,28,19,28,-9,32,32
6491,0,I,1,10,33,1,14:53,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,0,0,0,0,0,893,1793
6492,1,C,2,5,46,1,13:43,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,0,0,0,0,0,823,1723
6493,1,C,2,9,13,1,11:08,1,3,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,0,0,0,0,0,668,1568
6494,1,C,1,10,38,1,10:01,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,601,1501
6496,1,C,3,15,43,1,07:11,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,431,1331
6497,1,C,2,21,25,1,05:24,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LV,LV,PHI,7,0,0,0,0,324,1224
6498,0,IN,3,5,9,1,04:48,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,0,1,LV,LV,PHI,7,0,0,0,0,288,1188
6499,1,C,2,10,4,1,04:34,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,7,0,7,0,7,274,1174
6501,0,I,2,13,26,1,01:10,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,7,0,7,0,7,70,970
6502,1,C,1,10,28,1,00:54,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,54,954
6503,1,C,2,8,30,1,00:19,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,19,919
6504,1,C,1,10,38,2,15:00,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LV,LV,PHI,7,0,0,0,0,900,900
6505,1,C,1,10,24,2,11:56,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,716,716
6506,1,C,2,4,18,2,11:20,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,LV,LV,PHI,7,0,0,0,0,680,680
6507,1,C,2,9,36,2,09:06,1,2,2,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,PHI,LV,PHI,7,7,7,7,0,546,546
6509,1,C,1,10,4,2,06:04,1,2,2,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,LV,LV,PHI,7,7,7,7,0,364,364
6510,1,C,2,7,25,2,04:46,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,LV,LV,PHI,7,7,7,7,0,286,286
6511,1,C,2,6,44,2,02:23,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,7,7,7,0,143,143
6512,1,C,1,10,34,2,02:00,2,1,2,4,3,4,7.0,0,0,0,0,1,0,0,0,0,0,0,LV,LV,PHI,7,7,7,7,0,120,120
6513,1,C,1,10,29,2,01:34,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LV,LV,PHI,7,14,14,14,0,94,94
6514,1,C,3,6,25,2,00:54,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,14,14,14,0,54,54
6515,1,C,1,10,19,2,00:23,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,14,14,14,0,23,23
6516,1,C,2,5,14,2,00:18,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LV,LV,PHI,7,14,14,14,0,18,18
6517,0,I,3,1,10,2,00:12,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,14,14,14,0,12,12
6518,1,C,2,12,43,3,14:02,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LV,PHI,7,17,17,17,0,842,1742
