,prePenaltyPlayResult,playResult,foulName1,Binary Completion,down,yardsToGo,pff_passCoverageType,offenseFormation,offenseFormation,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,offenseFormation,pff_passCoverageType,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
7145,8,8,,1,1,10,Zone,SHOTGUN,SHOTGUN,19,4,09:02,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,SHOTGUN,Zone,29.0,HOU,LA,38,0,0,0,0,542,542
7146,10,10,,1,2,2,Zone,SHOTGUN,SHOTGUN,11,4,08:35,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,21.0,HOU,LA,38,0,0,0,0,515,515
7147,0,0,,0,2,9,Man,SHOTGUN,SHOTGUN,12,4,07:22,1,2,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,LA,SHOTGUN,Man,22.0,HOU,LA,38,7,38,7,31,442,442
7148,7,7,,1,1,10,Zone,SHOTGUN,SHOTGUN,38,4,06:23,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,SHOTGUN,Zone,72.0,HOU,LA,38,7,7,7,0,383,383
7149,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,49,4,05:33,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,SHOTGUN,Zone,61.0,HOU,LA,38,7,7,7,0,333,333
7150,45,45,,1,2,4,Zone,SHOTGUN,SHOTGUN,45,4,05:06,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,55.0,HOU,LA,38,7,7,7,0,306,306
7151,24,24,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,50,4,04:57,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SINGLEBACK,Zone,60.0,HOU,LA,38,14,14,14,0,297,297
7152,8,8,,1,1,10,Zone,SHOTGUN,SHOTGUN,26,4,04:21,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,36.0,HOU,LA,38,14,14,14,0,261,261
7153,0,0,,0,1,9,Zone,SHOTGUN,SHOTGUN,9,4,02:45,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,19.0,HOU,LA,38,14,14,14,0,165,165
7154,9,9,,1,2,9,Zone,SHOTGUN,SHOTGUN,9,4,02:39,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,19.0,HOU,LA,38,14,14,14,0,159,159
7155,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,2,4,01:52,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,108.0,HOU,LA,38,22,22,22,0,112,112
7156,23,23,,1,2,1,Zone,SHOTGUN,SHOTGUN,11,4,01:29,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,99.0,HOU,LA,38,22,22,22,0,89,89
7157,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,34,4,01:08,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,76.0,HOU,LA,38,22,22,22,0,68,68
7158,2,2,,1,2,10,Zone,SHOTGUN,SHOTGUN,34,4,01:04,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,76.0,HOU,LA,38,22,22,22,0,64,64
7159,8,8,,1,3,8,Zone,SHOTGUN,SHOTGUN,36,4,00:42,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,HOU,SHOTGUN,Zone,74.0,HOU,LA,38,22,22,22,0,42,42
7160,31,31,,1,1,10,Zone,SHOTGUN,SHOTGUN,44,4,00:24,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,HOU,SHOTGUN,Zone,66.0,HOU,LA,38,22,22,22,0,24,24
7161,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,25,4,00:02,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,HOU,SHOTGUN,Zone,35.0,HOU,LA,38,22,22,22,0,2,2
7162,37,37,,1,1,10,Zone,SHOTGUN,SHOTGUN,18,1,14:56,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,92.0,IND,TEN,0,0,0,0,0,896,1796
7163,5,5,,1,1,10,Zone,SHOTGUN,SHOTGUN,45,1,14:11,1,2,2,4,3,4,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,55.0,IND,TEN,0,0,0,0,0,851,1751
7164,0,0,,0,3,3,Man,SHOTGUN,SHOTGUN,38,1,12:47,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,48.0,IND,TEN,0,0,0,0,0,767,1667
7165,6,6,,1,4,3,Man,EMPTY,EMPTY,38,1,12:42,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,IND,EMPTY,Man,48.0,IND,TEN,0,0,0,0,0,762,1662
7166,0,0,,0,1,10,Man,SINGLEBACK,SINGLEBACK,17,1,10:59,1,2,2,3,4,4,8.0,0,0,0,1,0,0,0,0,0,0,0,IND,SINGLEBACK,Man,27.0,IND,TEN,0,0,0,0,0,659,1559
7167,0,0,,0,3,2,Man,SHOTGUN,SHOTGUN,2,1,08:51,1,1,3,4,3,4,7.0,0,0,1,0,0,0,0,0,0,0,0,IND,SHOTGUN,Man,12.0,IND,TEN,0,0,0,0,0,531,1431
7168,2,2,,1,4,2,Man,SHOTGUN,SHOTGUN,2,1,08:45,1,1,3,4,3,4,7.0,0,0,1,0,0,0,0,0,0,0,0,IND,SHOTGUN,Man,12.0,IND,TEN,0,0,0,0,0,525,1425
7169,0,0,,0,2,7,Zone,I_FORM,I_FORM,28,1,08:00,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,TEN,I_FORM,Zone,38.0,IND,TEN,0,7,0,7,-7,480,1380
7170,7,7,,1,1,7,Other,SHOTGUN,SHOTGUN,7,1,07:49,1,2,2,4,3,4,8.0,0,0,0,0,0,0,0,0,0,0,1,IND,SHOTGUN,Other,17.0,IND,TEN,0,7,7,7,0,469,1369
7171,0,0,,0,3,6,Man,SHOTGUN,SHOTGUN,29,1,06:18,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,39.0,IND,TEN,0,14,0,14,-14,378,1278
7172,10,10,,1,2,10,Zone,SHOTGUN,SHOTGUN,43,1,04:39,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,67.0,IND,TEN,0,14,14,14,0,279,1179
7173,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,47,1,03:54,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,IND,SINGLEBACK,Zone,57.0,IND,TEN,0,14,14,14,0,234,1134
7174,7,7,,1,2,10,Zone,EMPTY,EMPTY,47,1,03:48,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,IND,EMPTY,Zone,57.0,IND,TEN,0,14,14,14,0,228,1128
7175,0,0,,0,3,3,Man,SHOTGUN,SHOTGUN,40,1,03:06,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,50.0,IND,TEN,0,14,14,14,0,186,1086
7176,0,0,,0,4,3,Zone,SHOTGUN,SHOTGUN,40,1,02:59,1,1,3,2,3,6,6.0,0,0,0,0,1,0,0,0,0,0,0,IND,SHOTGUN,Zone,50.0,IND,TEN,0,14,14,14,0,179,1079
7177,7,7,,1,2,7,Zone,EMPTY,EMPTY,43,1,02:14,1,1,3,4,2,5,5.0,0,0,0,0,1,0,0,0,0,0,0,TEN,EMPTY,Zone,53.0,IND,TEN,0,14,0,14,-14,134,1034
7178,3,3,,1,1,10,Zone,I_FORM,I_FORM,50,1,01:34,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,I_FORM,Zone,60.0,IND,TEN,0,14,0,14,-14,94,994
7179,8,8,,1,3,3,Man,EMPTY,EMPTY,43,1,00:16,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,EMPTY,Man,67.0,IND,TEN,0,14,0,14,-14,16,916
7180,8,8,,1,1,10,Zone,SHOTGUN,SHOTGUN,35,2,15:00,1,2,2,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,45.0,IND,TEN,0,14,0,14,-14,900,900
7181,6,6,,1,3,3,Other,SHOTGUN,SHOTGUN,6,2,12:10,1,3,1,4,3,4,7.0,0,0,0,0,0,0,0,0,0,0,1,TEN,SHOTGUN,Other,16.0,IND,TEN,0,14,0,14,-14,730,730
7182,7,7,,1,1,20,Zone,SHOTGUN,SHOTGUN,22,2,11:30,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,32.0,IND,TEN,7,14,14,14,0,690,690
7183,7,7,,1,2,13,Zone,SHOTGUN,SHOTGUN,29,2,10:47,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,39.0,IND,TEN,7,14,14,14,0,647,647
7185,7,7,,1,2,8,Zone,SHOTGUN,SHOTGUN,38,2,07:11,1,2,2,4,3,4,8.0,0,0,0,0,1,0,0,0,0,0,0,TEN,SHOTGUN,Zone,72.0,IND,TEN,7,14,7,14,-7,431,431
7187,0,0,,0,3,11,Zone,SHOTGUN,SHOTGUN,45,2,04:32,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,65.0,IND,TEN,7,14,7,14,-7,272,272
7188,57,57,,1,1,10,Man,SINGLEBACK,SINGLEBACK,43,2,04:24,1,3,1,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SINGLEBACK,Man,67.0,IND,TEN,7,14,7,14,-7,264,264
7189,9,9,,1,2,11,Zone,SHOTGUN,SHOTGUN,24,2,03:08,2,1,2,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,34.0,IND,TEN,14,14,14,14,0,188,188
7190,0,0,,0,2,8,Zone,SHOTGUN,SHOTGUN,42,2,01:40,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,52.0,IND,TEN,14,14,14,14,0,100,100
7191,12,12,,1,3,8,Man,SHOTGUN,SHOTGUN,42,2,01:32,1,1,3,2,3,6,5.0,1,0,0,0,0,0,0,0,0,0,0,IND,SHOTGUN,Man,52.0,IND,TEN,14,14,14,14,0,92,92
7192,5,5,,1,1,10,Man,SHOTGUN,SHOTGUN,34,2,01:03,1,1,3,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,76.0,IND,TEN,14,14,14,14,0,63,63
7193,6,6,,1,2,5,Zone,SHOTGUN,SHOTGUN,29,2,00:55,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,81.0,IND,TEN,14,14,14,14,0,55,55
7194,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,23,2,00:50,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,87.0,IND,TEN,14,14,14,14,0,50,50
7196,13,13,,1,3,3,Man,EMPTY,EMPTY,32,3,13:52,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,EMPTY,Man,42.0,IND,TEN,14,17,14,17,-3,832,1732
7197,0,0,,0,3,2,Zone,SHOTGUN,SHOTGUN,47,3,11:40,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,63.0,IND,TEN,14,17,14,17,-3,700,1600
7198,0,0,,0,2,8,Zone,SINGLEBACK,SINGLEBACK,32,3,10:18,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,TEN,SINGLEBACK,Zone,78.0,IND,TEN,14,17,14,17,-3,618,1518
7199,10,10,,1,3,8,Zone,SHOTGUN,SHOTGUN,32,3,10:13,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,78.0,IND,TEN,14,17,14,17,-3,613,1513
7200,11,11,,1,1,10,Man,SINGLEBACK,SINGLEBACK,22,3,09:39,1,2,2,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SINGLEBACK,Man,88.0,IND,TEN,14,17,14,17,-3,579,1479
7201,7,7,,1,2,11,Zone,SINGLEBACK,SINGLEBACK,12,3,08:27,1,3,1,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,98.0,IND,TEN,14,17,14,17,-3,507,1407
7202,5,5,,1,3,4,Man,PISTOL,PISTOL,5,3,07:46,1,1,3,4,2,5,6.0,0,0,1,0,0,0,0,0,0,0,0,TEN,PISTOL,Man,105.0,IND,TEN,14,17,14,17,-3,466,1366
7203,0,0,,0,2,6,Zone,SHOTGUN,SHOTGUN,43,3,05:46,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,67.0,IND,TEN,21,17,17,17,0,346,1246
7204,0,0,,0,3,6,Zone,SHOTGUN,SHOTGUN,43,3,05:41,1,1,3,2,3,6,6.0,0,0,0,0,1,0,0,0,0,0,0,IND,SHOTGUN,Zone,67.0,IND,TEN,21,17,17,17,0,341,1241
7205,0,0,,0,1,16,Zone,SINGLEBACK,SINGLEBACK,7,3,04:49,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SINGLEBACK,Zone,17.0,IND,TEN,21,17,21,17,4,289,1189
7206,10,10,,1,3,12,Zone,EMPTY,EMPTY,11,3,04:03,0,2,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,21.0,IND,TEN,21,17,21,17,4,243,1143
7207,6,6,,1,2,8,Zone,SHOTGUN,SHOTGUN,45,3,03:00,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,65.0,IND,TEN,21,17,17,17,0,180,1080
7208,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,46,4,13:51,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,56.0,IND,TEN,21,24,21,24,-3,831,831
7209,11,11,,1,2,10,Zone,SHOTGUN,SHOTGUN,46,4,13:44,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,56.0,IND,TEN,21,24,21,24,-3,824,824
7210,14,14,,1,3,17,Zone,SHOTGUN,SHOTGUN,42,4,11:57,1,1,3,4,2,5,4.0,0,0,0,0,1,0,0,0,0,0,0,TEN,SHOTGUN,Zone,52.0,IND,TEN,21,24,21,24,-3,717,717
7211,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,25,4,11:15,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,IND,SINGLEBACK,Zone,35.0,IND,TEN,24,24,24,24,0,675,675
7212,0,0,,0,2,10,Man,SHOTGUN,SHOTGUN,25,4,11:06,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,35.0,IND,TEN,24,24,24,24,0,666,666
7213,11,11,,1,1,15,Zone,SHOTGUN,SHOTGUN,33,4,10:28,1,1,3,3,3,5,6.0,0,0,0,0,1,0,0,0,0,0,0,IND,SHOTGUN,Zone,43.0,IND,TEN,24,24,24,24,0,628,628
7214,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,48,4,08:46,1,2,2,3,4,4,6.0,0,0,0,0,1,0,0,0,0,0,0,IND,SINGLEBACK,Zone,58.0,IND,TEN,24,24,24,24,0,526,526
7215,0,0,,0,2,10,Man,SHOTGUN,SHOTGUN,48,4,08:39,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,58.0,IND,TEN,24,24,24,24,0,519,519
7216,0,0,,0,2,16,Zone,SHOTGUN,SHOTGUN,42,4,05:44,1,2,2,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,68.0,IND,TEN,24,24,24,24,0,344,344
7217,0,0,,0,3,16,Zone,SHOTGUN,SHOTGUN,42,4,05:39,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,68.0,IND,TEN,24,24,24,24,0,339,339
7218,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,26,4,05:25,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,84.0,IND,TEN,24,24,24,24,0,325,325
7219,0,0,,0,2,11,Man,SHOTGUN,SHOTGUN,40,4,03:33,1,2,2,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,70.0,IND,TEN,24,24,24,24,0,213,213
7220,10,10,,1,3,11,Man,SHOTGUN,SHOTGUN,40,4,03:29,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,70.0,IND,TEN,24,24,24,24,0,209,209
7222,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,25,4,01:26,1,1,3,2,3,6,3.0,0,0,0,0,0,0,1,0,0,0,0,IND,SHOTGUN,Zone,35.0,IND,TEN,31,24,24,24,0,86,86
7223,0,0,,0,2,6,Man,SHOTGUN,SHOTGUN,29,4,01:02,1,1,3,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,IND,SHOTGUN,Man,39.0,IND,TEN,31,24,24,24,0,62,62
7224,38,38,,1,3,16,Zone,SHOTGUN,SHOTGUN,19,4,00:51,1,1,3,2,3,6,3.0,0,0,0,0,0,1,0,0,0,0,0,IND,SHOTGUN,Zone,29.0,IND,TEN,31,24,24,24,0,51,51
7225,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,43,4,00:37,1,1,3,2,3,6,4.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,67.0,IND,TEN,31,24,24,24,0,37,37
7227,0,0,,0,2,6,Zone,SINGLEBACK,SINGLEBACK,34,5,09:13,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,IND,SINGLEBACK,Zone,76.0,IND,TEN,31,31,31,31,0,553,553
7228,0,0,,0,3,6,Zone,SHOTGUN,SHOTGUN,34,5,09:06,1,1,3,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,IND,SHOTGUN,Zone,76.0,IND,TEN,31,31,31,31,0,546,546
7229,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,28,5,08:55,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,38.0,IND,TEN,31,31,31,31,0,535,535
7230,11,11,,1,3,13,Zone,EMPTY,EMPTY,25,5,08:14,0,2,3,4,2,5,4.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,35.0,IND,TEN,31,31,31,31,0,494,494
7231,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,15,5,07:27,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,IND,SINGLEBACK,Zone,95.0,IND,TEN,31,31,31,31,0,447,447
7232,8,8,,1,2,10,Zone,SHOTGUN,SHOTGUN,15,5,07:22,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,IND,SHOTGUN,Zone,95.0,IND,TEN,31,31,31,31,0,442,442
7233,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,27,5,05:56,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,IND,SINGLEBACK,Zone,83.0,IND,TEN,31,31,31,31,0,356,356
7234,0,0,,0,1,20,Man,SINGLEBACK,SINGLEBACK,42,5,05:23,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SINGLEBACK,Man,68.0,IND,TEN,31,31,31,31,0,323,323
7235,13,13,,1,2,20,Man,SHOTGUN,SHOTGUN,42,5,05:20,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,68.0,IND,TEN,31,31,31,31,0,320,320
7236,8,8,,1,1,10,Zone,EMPTY,EMPTY,41,1,13:50,1,0,4,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,EMPTY,Zone,69.0,NYJ,CIN,0,0,0,0,0,830,1730
7237,7,7,,1,2,2,Zone,SINGLEBACK,SINGLEBACK,49,1,13:09,1,2,2,5,2,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,61.0,NYJ,CIN,0,0,0,0,0,789,1689
7238,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,44,1,12:27,1,2,2,5,2,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,54.0,NYJ,CIN,0,0,0,0,0,747,1647
7239,15,15,,1,2,7,Man,SHOTGUN,SHOTGUN,29,1,09:51,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,39.0,NYJ,CIN,0,0,0,0,0,591,1491
7240,0,0,,0,1,10,Zone,EMPTY,EMPTY,25,1,08:38,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,CIN,EMPTY,Zone,35.0,NYJ,CIN,0,7,0,7,-7,518,1418
7241,6,6,,1,2,10,Zone,SHOTGUN,SHOTGUN,25,1,08:35,1,1,3,3,3,5,6.0,0,0,0,0,1,0,0,0,0,0,0,CIN,SHOTGUN,Zone,35.0,NYJ,CIN,0,7,0,7,-7,515,1415
7242,3,3,,1,3,4,Man,SHOTGUN,SHOTGUN,31,1,08:00,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,41.0,NYJ,CIN,0,7,0,7,-7,480,1380
7243,3,3,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,19,1,07:13,1,1,3,4,2,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,SINGLEBACK,Zone,91.0,NYJ,CIN,0,7,7,7,0,433,1333
7244,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,30,1,05:40,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,80.0,NYJ,CIN,0,7,7,7,0,340,1240
7245,7,7,,1,2,4,Zone,SHOTGUN,SHOTGUN,36,1,05:03,1,2,2,5,2,4,8.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,74.0,NYJ,CIN,0,7,7,7,0,303,1203
7246,0,0,,0,3,3,Man,SHOTGUN,SHOTGUN,3,1,02:14,1,1,3,3,3,5,8.0,0,0,1,0,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,107.0,NYJ,CIN,0,7,0,7,-7,134,1034
7248,0,0,,0,2,4,Zone,I_FORM,I_FORM,21,1,01:34,1,2,2,5,2,4,7.0,0,0,0,0,0,0,0,0,0,1,0,NYJ,I_FORM,Zone,89.0,NYJ,CIN,0,7,7,7,0,94,994
7249,13,13,,1,2,11,Man,SHOTGUN,SHOTGUN,16,1,00:51,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,94.0,NYJ,CIN,0,7,0,7,-7,51,951
7250,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,25,2,14:57,1,1,3,4,2,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,SHOTGUN,Zone,35.0,NYJ,CIN,7,7,7,7,0,897,897
7251,6,6,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,41,2,12:53,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,69.0,NYJ,CIN,7,7,7,7,0,773,773
7252,0,0,,0,3,5,Zone,SHOTGUN,SHOTGUN,36,2,11:33,1,1,3,3,2,6,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,74.0,NYJ,CIN,7,7,7,7,0,693,693
7254,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,19,2,08:50,1,0,4,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,NYJ,SHOTGUN,Zone,29.0,NYJ,CIN,7,7,7,7,0,530,530
7255,5,5,,1,3,9,Zone,SHOTGUN,SHOTGUN,20,2,08:02,1,0,4,4,1,6,6.0,0,0,0,0,0,0,1,0,0,0,0,NYJ,SHOTGUN,Zone,30.0,NYJ,CIN,7,7,7,7,0,482,482
7256,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,30,2,07:23,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CIN,SHOTGUN,Zone,80.0,NYJ,CIN,7,7,7,7,0,443,443
7257,4,4,,1,2,10,Zone,SHOTGUN,SHOTGUN,32,2,04:56,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CIN,SHOTGUN,Zone,42.0,NYJ,CIN,7,7,7,7,0,296,296
7258,26,26,,1,3,6,Man,SHOTGUN,SHOTGUN,28,2,04:14,1,1,3,3,2,6,6.0,0,0,0,1,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,38.0,NYJ,CIN,7,7,7,7,0,254,254
7259,0,0,,0,1,2,Man,SHOTGUN,SHOTGUN,2,2,03:30,1,1,3,3,3,5,8.0,0,0,1,0,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,12.0,NYJ,CIN,7,7,7,7,0,210,210
7260,2,2,,1,2,2,Other,SINGLEBACK,SINGLEBACK,2,2,03:27,1,3,1,3,4,4,9.0,0,0,0,0,0,0,0,0,0,0,1,CIN,SINGLEBACK,Other,12.0,NYJ,CIN,7,7,7,7,0,207,207
7261,26,26,,1,2,8,Zone,EMPTY,EMPTY,27,2,02:56,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,EMPTY,Zone,37.0,NYJ,CIN,14,7,7,7,0,176,176
7262,0,0,,0,1,7,Other,SHOTGUN,SHOTGUN,7,2,02:05,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,CIN,SHOTGUN,Other,17.0,NYJ,CIN,14,7,14,7,7,125,125
7263,0,0,,0,2,3,Man,SHOTGUN,SHOTGUN,3,2,02:00,1,1,3,4,2,5,7.0,0,0,1,0,0,0,0,0,0,0,0,CIN,SHOTGUN,Man,13.0,NYJ,CIN,14,7,14,7,7,120,120
7264,0,0,,0,3,3,Other,SHOTGUN,SHOTGUN,3,2,01:57,1,1,3,4,2,5,7.0,0,0,0,0,0,0,0,0,0,0,1,CIN,SHOTGUN,Other,13.0,NYJ,CIN,14,7,14,7,7,117,117
